id,resp,covX,covZ,aux
376,15.90026328,NA,0,2.908672331
377,13.55066034,0.645861326,0,3.048587212
378,12.90230355,NA,0,2.820480302
379,12.75214721,NA,0,2.963019853
380,13.37622109,NA,0,2.979131943
381,12.12648644,0.624536489,0,2.933888824
382,12.24198562,0.725275455,0,2.982340372
383,12.90516855,0.698148664,0,3.103581157
384,16.52489649,0.868901617,0,3.058535273
385,16.28102415,0.917839054,0,2.920674917
386,16.70479566,NA,0,2.978745951
387,18.04494281,NA,0,2.990336129
388,14.90302471,NA,0,2.962164959
389,12.6087512,NA,0,2.986819601
390,14.98306395,0.970464386,0,2.970651542
391,13.47172026,0.715813885,0,3.213748109
392,11.27628943,NA,0,3.028994796
393,13.89362381,NA,0,3.054761401
394,15.32453316,0.651782451,0,2.942101571
395,13.90247929,NA,0,3.024214538
396,12.85615804,NA,0,3.028765917
397,14.85302577,NA,0,3.039598296
398,12.83727181,NA,0,3.018362056
399,15.31281988,0.741565982,0,3.198278464
400,10.99221699,0.640213316,0,2.803322309
401,13.35504497,NA,0,3.054472825
402,14.78580327,0.735767615,0,3.052970821
403,12.2297922,0.796815902,0,2.92870447
404,15.17104026,0.737221803,0,3.005912973
405,13.72962892,0.819360965,0,2.90890629
406,13.88367992,0.789506826,0,2.925572733
407,15.51946313,NA,0,2.778835965
408,13.2064324,0.836069008,0,3.127005145
409,11.91428467,0.523885659,0,2.945281607
410,14.62966384,NA,0,3.060502027
411,12.28411259,0.679804267,0,2.972532933
412,14.25362457,NA,0,3.202384147
413,13.08400421,0.752069529,0,3.024206171
414,11.68962479,NA,0,3.221884144
415,14.0289892,0.789873385,0,3.016422733
416,14.44181528,0.696581944,0,3.145097594
417,15.49751047,0.766772052,0,3.012341601
418,13.77744259,NA,0,3.034880144
419,12.8301057,NA,0,2.975699846
420,15.70176743,NA,0,3.010261574
421,13.41493254,NA,0,3.071622195
422,13.37954848,NA,0,3.048989709
423,13.79122609,0.706041091,0,2.835734342
424,14.38166316,0.645102297,0,3.12162814
425,12.55249001,0.616027929,0,2.925634756
426,14.73758274,0.595214017,0,3.094308241
427,15.70660022,NA,0,2.987649792
428,15.78630314,NA,0,3.007055077
429,14.32573412,NA,0,3.052047321
430,13.79148628,0.614507726,0,2.910016091
431,12.79537881,0.787346464,0,2.993235358
432,11.67499627,NA,0,2.930297645
433,13.07103484,NA,0,3.068120929
434,15.17964346,0.880719822,0,3.033421619
435,15.32648131,NA,0,2.857727056
436,16.7723384,0.790946491,0,2.96874978
437,13.48700444,0.791483361,0,2.940168559
438,15.43403269,0.622302027,0,2.933661924
439,14.58292497,NA,0,3.000570825
440,14.99769018,NA,0,2.818277093
441,14.06684194,NA,0,3.192491855
442,15.50427061,0.778826663,0,3.047602217
443,14.75966088,NA,0,2.806555679
444,13.97716141,0.645936214,0,2.908617999
445,12.57241799,0.686734294,0,3.037042013
446,16.43814588,NA,0,2.770670355
447,14.30462043,NA,0,2.951797651
448,13.4143172,NA,0,2.99807551
449,16.48710257,NA,0,3.127042525
450,17.14488095,0.862076039,0,3.167596458
1,9.827374101,0.847292564,1,2.946778191
2,14.00347523,NA,1,2.950149952
3,12.71399328,0.643775965,1,2.884986042
4,13.07040764,NA,1,3.012624092
5,13.7451273,0.744315656,1,3.04728639
6,15.90749625,NA,1,2.981347478
7,13.94856299,NA,1,2.838071355
8,13.64627781,NA,1,2.959724095
9,13.47930119,NA,1,3.041281224
10,12.92527165,NA,1,2.92792806
11,13.80640979,0.749585384,1,2.940993477
12,11.51582838,0.648147549,1,2.883037338
13,14.14977897,0.754476402,1,3.059145665
14,14.30516844,NA,1,2.933136105
15,13.69138459,0.705516814,1,3.316793765
16,13.64132733,NA,1,3.101303942
17,15.83607206,NA,1,2.983401268
18,11.35154309,0.830032799,1,3.000241647
19,12.01984613,NA,1,2.928269802
20,15.57760842,NA,1,3.028133803
21,NA,NA,1,3.00072819
22,12.56414025,NA,1,2.827029977
23,13.69978807,0.63113612,1,2.815652638
24,14.77423076,0.813180766,1,3.060120303
25,12.31200901,0.658496873,1,2.768206243
26,13.13103624,0.636226892,1,2.961968793
27,14.60576396,NA,1,3.16551649
28,14.27673235,0.857348944,1,2.833714495
29,12.7919974,NA,1,3.029472967
30,12.20419904,NA,1,3.156990144
31,15.04880677,0.899403915,1,3.05119469
32,14.94658375,0.825398925,1,3.12859024
33,NA,NA,1,2.903248525
34,11.99734246,0.645937766,1,3.063238935
35,13.04685262,0.574677603,1,3.018307867
36,14.02641473,0.900694049,1,3.135011612
37,10.64998445,NA,1,3.248732767
38,15.07975674,0.665512867,1,3.01146617
39,15.60322607,0.780083941,1,3.109574036
40,NA,NA,1,2.959729013
41,17.77574149,NA,1,2.964093029
42,11.31108437,NA,1,2.944721177
43,13.16948946,NA,1,2.864532502
44,NA,0.552100049,1,3.007333886
45,12.4486185,NA,1,2.996101147
46,12.57694704,NA,1,3.072186988
47,13.68561655,0.828003001,1,2.978508104
48,11.77677559,NA,1,2.908441507
49,NA,0.753890557,1,2.987156146
50,13.40476773,NA,1,3.184021049
51,11.53252596,0.724463577,1,3.045053126
52,13.89777024,0.80349776,1,3.027479368
53,12.31322097,NA,1,3.105637642
54,14.70910735,NA,1,3.179205428
55,13.55606932,0.650297339,1,3.171081922
56,15.13451219,0.753333972,1,2.956857107
57,14.07758104,NA,1,2.992072314
58,12.44876394,0.540348544,1,2.963677496
59,15.49616615,0.699537713,1,2.979900953
60,12.71551565,0.683005574,1,3.045128193
61,15.9917884,NA,1,2.952005802
62,NA,NA,1,2.883447482
63,14.00566027,0.475372656,1,2.976105603
64,13.8133528,NA,1,3.144983465
65,15.62401614,NA,1,3.185287387
66,15.53375383,NA,1,2.95967685
67,10.03189911,0.843496796,1,3.082696832
68,15.54430824,0.748559825,1,2.98708651
69,14.72120504,0.73986944,1,2.987847311
70,12.87085253,0.696300229,1,2.932572672
71,12.73196723,NA,1,2.84215662
72,13.79852771,NA,1,3.18020764
73,16.82782552,0.826189511,1,3.080111681
74,14.07248259,0.542681683,1,2.820773527
75,14.25508116,0.691500039,1,2.965258127
76,NA,NA,1,3.155431593
77,12.34382482,0.760869773,1,3.010649279
78,12.05748501,0.644007247,1,3.019250892
79,12.95662648,0.848898218,1,3.084922797
80,12.7477162,NA,1,3.099051461
81,16.50315998,0.874397076,1,3.062758221
82,14.7103556,0.686159046,1,3.041521549
83,14.16178452,NA,1,3.147493906
84,13.95814386,NA,1,3.170947207
85,15.11829249,0.79945391,1,3.02283596
86,15.21334469,NA,1,2.979188312
87,14.55255787,0.717846872,1,3.001214576
88,14.23264161,0.889587769,1,3.034972266
89,14.87131042,0.726664491,1,2.932235536
90,12.91054924,0.788398261,1,3.064218268
91,13.99180968,NA,1,2.871056196
92,13.07045362,NA,1,3.222606725
93,17.61483258,0.883099084,1,2.751658064
94,16.30273708,0.71007204,1,3.017283428
95,11.34852711,0.739901246,1,2.994109585
96,14.05316003,NA,1,3.05474523
97,13.65144836,NA,1,2.95895264
98,15.80317639,NA,1,3.240240516
99,15.20094573,NA,1,2.985577906
100,NA,0.691936438,1,3.002339644
101,12.51132203,0.642034436,1,3.112412194
102,13.70873793,NA,1,3.069777449
103,12.25302762,NA,1,3.018090748
104,14.48606115,NA,1,2.983039717
105,14.91758811,1.01161495,1,2.976547195
106,11.76719809,0.740222033,1,2.864506931
107,14.25282573,NA,1,3.062995608
108,13.47498131,0.636607841,1,3.044727015
109,13.39238614,0.738997222,1,2.895595814
110,14.64275767,NA,1,2.981271443
111,15.23751214,0.719173104,1,3.128729087
112,15.42872168,0.78994044,1,3.127409281
113,11.52431067,NA,1,2.877883864
114,NA,0.708374092,1,3.080202191
115,14.32418199,0.810211395,1,3.01268307
116,14.21851851,0.591461043,1,3.038851486
117,12.89878263,0.90941871,1,2.912780383
118,11.20437919,0.726564307,1,2.979291301
119,14.04266419,NA,1,2.794158731
120,12.41210132,0.717095593,1,2.926087668
121,13.33450405,NA,1,2.969337788
122,12.5407248,0.823836845,1,3.130341763
123,15.26159256,NA,1,2.894134014
124,13.30278202,NA,1,3.030172019
125,14.97497122,NA,1,3.008997319
126,12.77818409,NA,1,2.863660775
127,15.4645737,0.891887028,1,3.028252387
128,13.38628907,NA,1,3.158069945
129,13.13414091,NA,1,3.094004025
130,13.25380648,0.948079178,1,3.113143023
131,15.48604675,0.57268292,1,2.97863041
132,12.95466501,NA,1,3.09578389
133,11.5721582,0.742893189,1,2.762919037
134,13.59843812,0.764970821,1,2.874674139
135,NA,0.497958605,1,2.982515205
136,12.43821286,0.705094576,1,3.010851159
137,14.78785063,0.598700187,1,3.051692045
138,12.03778079,NA,1,3.072163439
139,13.85342934,NA,1,2.954005617
140,13.87662762,0.622952754,1,2.951838845
141,NA,0.828328261,1,2.965072468
142,13.50025517,0.71608431,1,2.943823403
143,13.21924497,NA,1,2.98752973
144,14.77078298,0.839016392,1,3.087755233
145,16.48584565,0.678152291,1,3.046334691
146,15.74302452,0.608425067,1,2.956063466
147,16.52107028,0.828480032,1,2.930758271
148,14.17431059,NA,1,2.989554721
149,12.34866442,NA,1,2.979200009
150,13.48125629,NA,1,3.121930841
151,12.91498698,NA,1,2.77295643
152,14.47045472,NA,1,2.902654733
153,15.26005107,NA,1,3.062119026
154,13.10627273,NA,1,3.066256167
155,15.60993786,0.535498046,1,2.934900975
156,15.56468061,NA,1,2.979126293
157,13.30266929,0.709009008,1,3.179691165
158,NA,NA,1,2.890122159
159,13.75088997,0.877442309,1,3.177774209
160,12.52747884,NA,1,3.031694441
161,15.0325588,NA,1,3.104957642
162,13.56780901,0.807121255,1,2.947371921
163,12.73309656,NA,1,2.887978746
164,13.64765996,NA,1,3.039825949
165,15.5380122,0.796431878,1,3.04213068
166,12.78306624,NA,1,2.957484635
167,14.60371293,0.707878714,1,2.912300899
168,14.29815811,NA,1,3.12999966
169,13.78310265,NA,1,2.866321324
170,NA,NA,1,3.142924243
171,13.65616001,NA,1,2.940530688
172,13.19179268,NA,1,2.811731354
173,11.93389702,NA,1,3.218031123
174,11.26109523,0.676482802,1,3.037877728
175,16.3148103,NA,1,2.893068717
176,13.42513014,NA,1,2.962485502
177,12.5821242,0.559596603,1,2.920520228
178,15.04882035,NA,1,3.031512287
179,13.07131474,0.617160408,1,3.013393939
180,12.81846637,0.788239213,1,2.875944842
181,11.42069984,0.614081719,1,3.025648054
182,NA,0.695641807,1,2.932592979
183,14.77559414,NA,1,3.063322735
184,13.55028433,0.753442697,1,3.060236487
185,15.12559418,NA,1,2.996596631
186,16.58837356,0.945299201,1,2.921029364
187,NA,NA,1,2.952956445
188,13.08977891,NA,1,2.898718186
189,13.2170765,0.789656934,1,3.083355327
190,13.94269569,NA,1,3.135402356
191,14.13177194,0.832965113,1,3.005007271
192,13.34611325,0.686602565,1,3.033688076
193,12.79972948,0.605013997,1,2.979100113
194,15.00529378,0.800864924,1,3.021845999
195,15.388494,NA,1,3.187347521
196,17.30982072,0.873862579,1,3.02617218
197,15.75897817,0.652416114,1,3.133469452
198,12.06284517,NA,1,3.024774665
199,13.41720928,0.579990139,1,2.862421514
200,11.93288091,NA,1,2.880946022
201,14.9055606,NA,1,2.902618138
202,14.00433896,NA,1,2.99003688
203,14.5992852,0.884677866,1,2.9889265
204,13.30326826,NA,1,3.11921946
205,13.01715728,0.794418339,1,2.834411407
206,15.17959798,NA,1,2.895435671
207,16.26205315,NA,1,2.825976087
208,13.53548387,0.542410137,1,3.051312077
209,15.6985223,0.815016042,1,2.955404315
210,12.51034538,0.644319083,1,2.816080622
211,13.74837047,NA,1,2.918015236
212,12.73867889,0.83442438,1,2.900479045
213,15.18273804,0.77238811,1,3.029731013
214,12.50831838,NA,1,3.05574165
215,13.77448636,NA,1,2.872666299
216,14.56579426,NA,1,3.102507261
217,14.47766744,0.603712067,1,3.046661217
218,14.14077164,NA,1,3.023391832
219,15.28696179,0.879888231,1,3.02644419
220,15.85238649,NA,1,3.043241992
221,11.15960424,0.753348374,1,3.097322215
222,14.36458982,0.857249401,1,2.947080594
223,16.43278576,0.743359966,1,3.004576848
224,13.83054347,0.845102659,1,3.279469141
225,12.90258959,0.708400745,1,2.89119998
226,13.93700578,0.812112695,1,3.029542957
227,15.20539064,0.566595493,1,2.856203543
228,12.22046904,NA,1,3.021308148
229,14.44067282,NA,1,3.097496063
230,12.32541873,0.495077545,1,2.764653784
231,14.27240697,NA,1,2.941548219
232,14.41172984,0.812192357,1,3.225387415
233,14.67629044,0.63252358,1,2.922597894
